Date,Close,Open,High,Low,Volume,Change_Pct,Returns,Log_Returns,MA_5,Price_MA_5_Ratio,MA_10,Price_MA_10_Ratio,MA_20,Price_MA_20_Ratio,MA_50,Price_MA_50_Ratio,MA_100,Price_MA_100_Ratio,MA_200,Price_MA_200_Ratio,EMA_12,EMA_26,MACD,MACD_Signal,MACD_Hist,RSI,BB_Middle,BB_Upper,BB_Lower,BB_Width,BB_Position,Volatility_5,Volatility_10,Volatility_20,High_Low_Ratio,Close_Open_Ratio,High_Close_Ratio,Low_Close_Ratio,High_5,Low_5,Close_High_5_Ratio,Close_Low_5_Ratio,High_10,Low_10,Close_High_10_Ratio,Close_Low_10_Ratio,High_20,Low_20,Close_High_20_Ratio,Close_Low_20_Ratio,Returns_Lag_1,Returns_Lag_2,Returns_Lag_3,Returns_Lag_5,Returns_Lag_10,Volume_MA_20,Volume_Ratio,Price_Volume,Year,Month,DayOfWeek,DayOfMonth,Trend_5,Trend_10,Trend_20,Forward_Return_30,Target_30d_Up,Target
2015-01-16,1845.25,1768.5,1848.5,1765.0,4690.0,0.0434,0.043398360192253405,0.042483040004626486,1808.95,0.02006688963210701,1828.375,0.009229507075955379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1829.240126385517,1845.0500264857747,-15.809900100257664,-10.014202821439902,-5.795697278817762,0.0,0.0,0.0,0.0,0.0,0.0,0.4760239272796137,0.3285999109735101,0.0,0.047308781869688454,0.043398360192253405,0.0017612789594905198,-0.04349004199972906,1867.0,1741.75,-0.011649705409748301,0.05942299411511409,1878.5,1741.75,-0.017700292786797966,0.05942299411511409,0.0,0.0,0.0,0.0,0.007118451025057038,-0.03170664460987038,-0.025785656728444795,0.00445464362850978,0.0,0.0,0.0,8654222.5,2015,1,4,16,0,0,0,-0.06408345752608047,0,0
2015-01-19,1850.5,1841.5,1867.0,1826.5,2260.0,0.0028000000000000004,0.0028451429345617285,0.002841103176048964,1806.75,0.024214750242147476,1829.275,0.011602957455822516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1832.5108761723604,1845.4537282275692,-12.942852055208732,-10.599932668193668,-2.3429193870150637,0.0,0.0,0.0,0.0,0.0,0.0,0.47682912144106177,0.31991816856779026,0.0,0.02217355598138515,0.004887320119467908,0.00891650905160768,-0.012969467711429372,1867.0,1741.75,-0.008837707552222795,0.06243720396153285,1873.25,1741.75,-0.012144668357133348,0.06243720396153285,0.0,0.0,0.0,0.0,0.043398360192253405,0.007118451025057038,-0.03170664460987038,0.0006719526945302423,-0.014713750668806869,0.0,0.0,4182130.0,2015,1,0,19,0,1,0,-0.057281815725479635,0,0
2015-01-20,1900.0,1850.5,1907.5,1843.0,2770.0,0.026699999999999998,0.02674952715482304,0.02639801332832118,1824.05,0.04163811299032383,1835.0,0.03542234332425065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1842.8938182996897,1849.4941928033047,-6.600374503615058,-9.800021035277947,3.1996465316628893,0.0,0.0,0.0,0.0,0.0,0.0,0.44860778698997245,0.3456720378824215,0.0,0.03499728703201299,0.02674952715482304,0.003947368421052699,-0.030000000000000027,1907.5,1741.75,-0.003931847968545177,0.09085689679919629,1907.5,1741.75,-0.003931847968545177,0.09085689679919629,0.0,0.0,0.0,0.0,0.0028451429345617285,0.043398360192253405,0.007118451025057038,-0.025785656728444795,0.0006787944610371355,0.0,0.0,5263000.0,2015,1,1,20,1,1,0,-0.08105263157894738,0,0
2015-01-21,1900.0,1899.0,1917.0,1863.5,2820.0,0.0,0.0,0.0,1852.85,0.02544728391397033,1840.75,0.03218796686133363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1851.679384715122,1853.2353637067636,-1.5559789916414957,-8.151212626550656,6.59523363490916,55.210084033613455,0.0,0.0,0.0,0.0,0.0,0.29423049888617747,0.34563520845773776,0.0,0.028709417762275313,0.0005265929436546468,0.008947368421052593,-0.019210526315789456,1917.0,1756.0,-0.008868022952529975,0.08200455580865595,1917.0,1741.75,-0.008868022952529975,0.09085689679919629,0.0,0.0,0.0,0.0,0.02674952715482304,0.0028451429345617285,0.043398360192253405,-0.03170664460987038,-0.00013566680233345618,0.0,0.0,5358000.0,2015,1,2,21,1,1,0,-0.06789473684210523,0,0
2015-01-22,1881.0,1908.0,1908.0,1872.0,2510.0,-0.01,-0.010000000000000009,-0.01005033585350145,1875.35,0.0030127709494227606,1843.65,0.02025872589699773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1856.1902486051033,1855.2920034321885,0.8982451729148124,-6.341321066657563,7.239566239572375,51.8957345971564,0.0,0.0,0.0,0.0,0.0,0.3471970566709649,0.35166553997714295,0.0,0.019230769230769162,-0.014150943396226467,0.014354066985645897,-0.004784688995215336,1917.0,1765.0,-0.018779342723004744,0.06572237960339944,1917.0,1741.75,-0.018779342723004744,0.07994832783120431,0.0,0.0,0.0,0.0,0.0,0.02674952715482304,0.0028451429345617285,0.007118451025057038,0.0051560379918589305,0.0,0.0,4721310.0,2015,1,3,22,1,1,0,-0.041998936735778813,0,0
2015-01-23,1835.0,1881.0,1883.0,1832.5,2540.0,-0.0245,-0.024455077086656063,-0.024759068812359772,1873.3,-0.02044520365131053,1841.125,-0.0033267703170616336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1852.9302103581645,1853.788892066841,-0.8586817086766132,-5.244793195061374,4.386111486384761,49.02985074626866,0.0,0.0,0.0,0.0,0.0,0.29877811482837824,0.3746881736314441,0.0,0.027557980900409174,-0.024455077086656063,0.026158038147138907,-0.0013623978201634523,1917.0,1826.5,-0.042775169535732904,0.004653709280043827,1917.0,1741.75,-0.042775169535732904,0.05353810822448679,0.0,0.0,0.0,0.0,-0.010000000000000009,0.0,0.02674952715482304,0.043398360192253405,0.00445464362850978,0.0,0.0,4660900.0,2015,1,4,23,0,0,0,-0.013079019073569453,0,0
2015-01-26,1870.0,1845.5,1870.5,1815.0,1650.0,0.0191,0.019073569482288777,0.018893949359961613,1877.2,-0.0038354996803749986,1841.975,0.015214647321489139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1855.5563318415238,1854.9897148767047,0.5666169648191044,-4.082511163085278,4.649128127904382,53.69491525423729,0.0,0.0,0.0,0.0,0.0,0.3321854733085897,0.3882876687154217,0.0,0.03057851239669418,0.013275535085342627,0.0002673796791443639,-0.02941176470588236,1917.0,1815.0,-0.024517475221700558,0.030303030303030276,1917.0,1741.75,-0.024517475221700558,0.0736328405339457,0.0,0.0,0.0,0.0,-0.024455077086656063,-0.010000000000000009,0.0,0.0028451429345617285,0.0006719526945302423,0.0,0.0,3085500.0,2015,1,0,26,1,1,0,-0.021390374331550777,0,0
2015-01-27,1866.5,1866.0,1875.0,1843.0,2260.0,-0.0019,-0.0018716577540106583,-0.0018734114939937393,1870.5,-0.0021384656508954825,1847.275,0.010407221447808146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1857.239973096674,1855.8423285895415,1.3976445071325543,-2.986480029041712,4.384124536174266,53.2258064516129,0.0,0.0,0.0,0.0,0.0,0.25172742857410296,0.36010787039319264,0.0,0.01736299511665762,0.000267952840300012,0.0045539780337529034,-0.012590409858023066,1917.0,1815.0,-0.02634324465310378,0.02837465564738295,1917.0,1741.75,-0.02634324465310378,0.07162336730299979,0.0,0.0,0.0,0.0,0.019073569482288777,-0.024455077086656063,-0.010000000000000009,0.02674952715482304,-0.025785656728444795,0.0,0.0,4218290.0,2015,1,1,27,0,1,0,-0.029199035628181047,0,0
2015-01-28,1876.0,1863.0,1888.5,1858.0,1850.0,0.0051,0.005089740155371114,0.00507683121153155,1865.7,0.005520716085115396,1859.275,0.00899544177165823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1860.1261310818013,1857.3354894347608,2.790641647040502,-1.8310556938252693,4.621697340865771,53.2258064516129,0.0,0.0,0.0,0.0,0.0,0.2586218267276196,0.30338767533335403,0.0,0.016415500538213168,0.006977992485238893,0.006663113006396548,-0.009594882729211052,1908.0,1815.0,-0.016771488469601636,0.03360881542699734,1917.0,1756.0,-0.021387584767866508,0.06833712984054663,0.0,0.0,0.0,0.0,-0.0018716577540106583,0.019073569482288777,-0.024455077086656063,0.0,-0.03170664460987038,0.0,0.0,3470600.0,2015,1,2,28,0,1,0,-0.04051172707889128,0,0
2015-01-29,1855.5,1871.0,1875.0,1840.0,2210.0,-0.0109,-0.010927505330490361,-0.010987649065517658,1860.6,-0.0027410512737825465,1867.975,-0.006678354903036698,1849.3625,0.0033187111775003775,0.0,0.0,0.0,0.0,0.0,0.0,1859.4144186076778,1857.1995272544082,2.2148913532696497,-1.0218662844062856,3.236757637675935,49.38191281717632,1849.3625,1922.160792887735,1776.564207112265,0.07872798641449147,0.5421541478277857,0.26040922798269944,0.3161068788786734,0.0,0.01902173913043481,-0.008284339925173745,0.010509296685529579,-0.008353543519267093,1888.5,1815.0,-0.017474185861795055,0.022314049586776852,1917.0,1765.0,-0.032081377151799706,0.051274787535410704,1917.0,1741.75,-0.032081377151799706,0.06530788000574139,0.005089740155371114,-0.0018716577540106583,0.019073569482288777,-0.010000000000000009,0.007118451025057038,3168.5,0.697490926305823,4100655.0,2015,1,3,29,0,1,0,-0.022365939099973087,0,0
2015-01-30,1858.5,1860.0,1873.5,1845.0,2240.0,0.0016,0.0016168148746968924,0.0016155092366545928,1865.3,-0.00364552618881675,1869.3,-0.005777563793933571,1848.8375,0.0052262570398966535,0.0,0.0,0.0,0.0,0.0,0.0,1859.2737388218811,1857.2958585688966,1.9778802529845052,-0.42191697692812746,2.3997972299126324,49.61139896373057,1848.8375,1921.189576862491,1776.485423137509,0.07826764316765643,0.5667741716548372,0.17417399087804727,0.2324844767966303,0.2774681925174951,0.015447154471544655,-0.0008064516129032695,0.008071025020177647,-0.007263922518159771,1888.5,1815.0,-0.015885623510722757,0.023966942148760273,1917.0,1815.0,-0.030516431924882625,0.023966942148760273,1917.0,1741.75,-0.030516431924882625,0.06703028563226643,-0.010927505330490361,0.005089740155371114,-0.0018716577540106583,-0.024455077086656063,0.043398360192253405,3134.5,0.7146275323018025,4163040.0,2015,1,4,30,1,1,0,-0.04869518428840458,0,0
2015-02-02,1845.0,1858.5,1864.0,1840.0,2020.0,-0.0073,-0.007263922518159771,-0.007290433262679232,1860.3,-0.00822447992259312,1868.75,-0.012709030100334417,1849.0125,-0.0021700772709757343,0.0,0.0,0.0,0.0,0.0,0.0,1857.0777790031302,1856.38505423046,0.6927247726703172,-0.19898862700843858,0.8917133996787557,54.48079658605974,1849.0125,1921.3067588897698,1776.7182411102303,0.07819769621867857,0.472248833713628,0.10303711555817031,0.23552782062249356,0.27350926790345254,0.01304347826086949,-0.007263922518159771,0.010298102981029844,-0.0027100271002710175,1888.5,1840.0,-0.023034154090548098,0.0027173913043478937,1917.0,1815.0,-0.03755868544600938,0.016528925619834656,1917.0,1741.75,-0.03755868544600938,0.059279460312903653,0.0016168148746968924,-0.010927505330490361,0.005089740155371114,0.019073569482288777,0.0028451429345617285,3066.5,0.6587314527963476,3726900.0,2015,2,0,2,0,0,1,-0.05257452574525745,0,0
2015-02-03,1851.0,1846.0,1870.5,1846.0,2360.0,0.0033,0.003252032520325132,0.003246756098869873,1857.2,-0.0033383588197286596,1863.85,-0.006894331625398986,1849.425,0.0008516160428242436,0.0,0.0,0.0,0.0,0.0,0.0,1856.1427360795717,1855.9861613244998,0.1565747550719152,-0.12787595059236784,0.28445070566428304,65.83333333333334,1849.425,1921.6629292411724,1777.1870707588275,0.0781193389741919,0.5109014752813704,0.11160644753420527,0.18419229672893958,0.2737170444168557,0.013271939328277416,0.002708559046587178,0.010534846029173428,-0.0027012425715828847,1888.5,1840.0,-0.019857029388403502,0.005978260869565322,1917.0,1815.0,-0.03442879499217533,0.01983471074380172,1917.0,1741.75,-0.03442879499217533,0.06272427156595373,-0.007263922518159771,0.0016168148746968924,-0.010927505330490361,-0.0018716577540106583,0.02674952715482304,3017.5,0.7821043910521955,4368360.0,2015,2,1,3,0,0,1,-0.06861156131820634,0,0
2015-02-04,1862.0,1849.0,1867.0,1836.0,2490.0,0.0059,0.005942733657482435,0.005925145263514868,1854.4,0.004098360655737654,1860.05,0.0010483589150829253,1850.4,0.006268914829226091,0.0,0.0,0.0,0.0,0.0,0.0,1857.0438536057914,1856.4316308560183,0.6122227497730819,0.02014378948072211,0.5920789602923597,65.66164154103853,1850.4,1922.7706468557233,1778.029353144277,0.07822162435767745,0.5801429896234412,0.11496377466486205,0.18885159284014383,0.27441936119186877,0.01688453159041403,0.007030827474310497,0.0026852846401719255,-0.013963480128893702,1875.0,1836.0,-0.006933333333333347,0.014161220043573008,1908.0,1815.0,-0.024109014675052443,0.02589531680440782,1917.0,1741.75,-0.028690662493479402,0.06903975886321234,0.003252032520325132,-0.007263922518159771,0.0016168148746968924,0.005089740155371114,0.0,2981.0,0.835290171083529,4636380.0,2015,2,2,4,0,0,1,-0.08619763694951665,0,0
2015-02-05,1848.5,1855.0,1867.0,1838.5,2580.0,-0.0073,-0.007250268528463999,-0.007276679460325757,1853.0,-0.0024284943335132203,1856.8,-0.00447005601034034,1850.225,-0.0009323190422786398,0.0,0.0,0.0,0.0,0.0,0.0,1855.7294145895157,1855.8441026444614,-0.11468805494564549,-0.0068225794045514085,-0.10786547554109407,50.69075451647184,1850.225,1922.59628319699,1777.8537168030098,0.0782297106535585,0.4880822895228722,0.0975652823177506,0.18605523179523686,0.2752604664190914,0.015501767745444761,-0.0035040431266846195,0.010008114687584557,-0.005409791723018698,1873.5,1836.0,-0.013344008540165486,0.006808278867102446,1888.5,1815.0,-0.02118083134763038,0.018457300275482202,1917.0,1741.75,-0.03573291601460615,0.061288933543849566,0.005942733657482435,0.003252032520325132,-0.007263922518159771,-0.010927505330490361,-0.010000000000000009,2931.0,0.8802456499488229,4769130.0,2015,2,3,5,0,0,0,-0.07573708412226132,0,0
2015-02-06,1850.5,1842.0,1863.0,1842.0,2820.0,0.0011,0.001081958344603784,0.001081373449524113,1851.4,-0.0004861186129415662,1858.35,-0.0042241773616379374,1849.7375,0.0004122206529304506,0.0,0.0,0.0,0.0,0.0,0.0,1854.9248892680516,1855.4482431893161,-0.5233539212645155,-0.11012884777654423,-0.4132250734879713,50.0,1849.7375,1921.955640854089,1777.5193591459108,0.07808474538045442,0.505279144484906,0.09682219194564974,0.1359393717748741,0.27480424800320774,0.01140065146579805,0.0046145494028229095,0.006754931099702821,-0.004593353147797852,1870.5,1836.0,-0.010692328254477412,0.007897603485838678,1888.5,1815.0,-0.020121789780248922,0.019559228650137817,1917.0,1741.75,-0.03468961919666147,0.06243720396153285,-0.007250268528463999,0.005942733657482435,0.003252032520325132,0.0016168148746968924,-0.024455077086656063,2885.0,0.9774696707105719,5218410.0,2015,2,4,6,0,1,0,-0.04025938935422857,0,0
2015-02-09,1850.5,1842.0,1869.0,1842.0,1810.0,0.0,0.0,0.0,1852.5,-0.0010796221322537658,1856.4,-0.0031781943546650426,1849.1875,0.0007097711832899645,0.0,0.0,0.0,0.0,0.0,0.0,1854.2441370729666,1855.0817066567743,-0.8375695838076354,-0.25561699498276247,-0.5819525888248729,36.438356164383556,1849.1875,1921.1957003736563,1777.1792996263437,0.07788090755929979,0.5091135453544827,0.07849335750905045,0.0905999473222306,0.27478888177658684,0.014657980456026065,0.0046145494028229095,0.00999729802756022,-0.004593353147797852,1870.5,1836.0,-0.010692328254477412,0.007897603485838678,1888.5,1836.0,-0.020121789780248922,0.007897603485838678,1917.0,1741.75,-0.03468961919666147,0.06243720396153285,0.001081958344603784,-0.007250268528463999,0.005942733657482435,-0.007263922518159771,0.019073569482288777,2817.0,0.6425275115370962,3349405.0,2015,2,0,9,1,0,0,-0.007565522831667115,0,0
2015-02-10,1831.5,1850.5,1855.0,1828.5,2200.0,-0.0103,-0.010267495271548244,-0.010320569607341618,1848.6,-0.009250243427458615,1852.9,-0.011549463003939775,1850.0875,-0.010046822109765152,0.0,0.0,0.0,0.0,0.0,0.0,1850.745039061741,1853.3349135710873,-2.589874509346373,-0.7224684978554846,-1.8674060114908886,33.002481389578165,1850.0875,1920.6531236197352,1779.521876380265,0.07628355266411464,0.3682963527668611,0.10423329847911846,0.10187740806275047,0.2607535744603615,0.01449275362318847,-0.010267495271548244,0.012831012831012734,-0.0016380016380016515,1869.0,1828.5,-0.0200642054574639,0.001640689089417613,1888.5,1828.5,-0.030182684670373328,0.001640689089417613,1917.0,1741.75,-0.04460093896713613,0.05152863499354088,0.0,0.001081958344603784,-0.007250268528463999,0.003252032520325132,-0.0018716577540106583,2730.0,0.8058608058608059,4029300.0,2015,2,1,10,0,0,1,0.0062790062790063494,1,1
2015-02-11,1799.0,1830.5,1845.0,1795.0,2590.0,-0.0177,-0.0177450177450178,-0.017904348268336014,1836.0,-0.02015250544662306,1845.2,-0.025037936267071292,1852.2375,-0.02874226442343375,0.0,0.0,0.0,0.0,0.0,0.0,1842.7842638214731,1849.310105158414,-6.525841336940857,-1.8831430656725592,-4.642698271268298,30.930232558139522,1852.2375,1912.6181946753156,1791.8568053246843,0.06519757285479393,0.05915131246606828,0.12306030885237593,0.12089619205148941,0.2418177833923531,0.027855153203342642,-0.017208413001912004,0.0255697609783212,-0.0022234574763757564,1869.0,1795.0,-0.03745318352059923,0.0022284122562674646,1875.0,1795.0,-0.04053333333333331,0.0022284122562674646,1917.0,1756.0,-0.06155451225873765,0.024487471526195792,-0.010267495271548244,0.0,0.001081958344603784,0.005942733657482435,0.005089740155371114,2572.0,1.0069984447900466,4659410.0,2015,2,2,11,0,0,1,0.023346303501945442,1,1
2015-02-12,1833.0,1798.0,1837.0,1798.0,2050.0,0.0189,0.01889938854919393,0.018723013889171844,1832.9,5.4558350155442525e-05,1842.95,-0.00539895276594593,1855.4625,-0.012106146041755084,0.0,0.0,0.0,0.0,0.0,0.0,1841.2789924643234,1848.1019492207538,-6.822956756430358,-2.8711058038241193,-3.9518509526062386,49.50738916256157,1855.4625,1902.406552647246,1808.5184473527543,0.0506009177197015,0.260752441115478,0.21964329421992335,0.16038869497141128,0.24907196108559085,0.02169076751946597,0.01946607341490547,0.0021822149481725006,-0.019094380796508492,1869.0,1795.0,-0.019261637239165297,0.02116991643454047,1873.5,1795.0,-0.021617293835068052,0.02116991643454047,1917.0,1765.0,-0.04381846635367759,0.03852691218130322,-0.0177450177450178,-0.010267495271548244,0.0,-0.007250268528463999,-0.010927505330490361,2436.0,0.8415435139573071,3757650.0,2015,2,3,12,0,0,1,0.004091653027823217,1,1
2015-02-13,1841.5,1828.0,1847.5,1827.0,1510.0,0.0046,0.004637206764866342,0.004626488045414979,1831.1,0.005679646114357562,1841.25,0.00013577732518665897,1855.275,-0.007424775302852682,0.0,0.0,0.0,0.0,0.0,0.0,1841.3129936236583,1847.6129159451425,-6.299922321484246,-3.5568691073561447,-2.743053214128101,41.92634560906515,1855.275,1902.420324041175,1808.1296759588251,0.05082300364223626,0.35390915981434845,0.22379550480590887,0.1625618829669593,0.1957239175995163,0.011220580186097395,0.007385120350109409,0.0032582134129786056,-0.007874015748031482,1869.0,1795.0,-0.014713750668806869,0.025905292479108555,1870.5,1795.0,-0.015503875968992276,0.025905292479108555,1917.0,1795.0,-0.0393844548774126,0.025905292479108555,0.01889938854919393,-0.0177450177450178,-0.010267495271548244,0.001081958344603784,0.0016168148746968924,2277.0,0.663153271848924,2780665.0,2015,2,4,13,0,0,0,-0.011132229161010088,0,0
